0,Random Forest Classifier,roc_auc_score,Baseline,bootstrap=True  class_weight=None  criterion='gini' max_depth=None  max_features='auto'  max_leaf_nodes=None min_impurity_decrease=0.0  min_impurity_split=None min_samples_leaf=1  min_samples_split=2 min_weight_fraction_leaf=0.0  n_estimators=10  n_jobs=1 oob_score=False  random_state=20  verbose=0  warm_start=False),churn,0.613252711897779
1,Decision Tree Classifier,roc_auc_score,Baseline,class_weight=None  criterion='gini'  max_depth=None max_features=None  max_leaf_nodes=None min_impurity_decrease=0.0  min_impurity_split=None min_samples_leaf=1  min_samples_split=2 min_weight_fraction_leaf=0.0  presort=False  random_state=20 splitter='best'),churn,0.5323221240032144
2,AdaBoost Classifier,roc_auc_score,Baseline,algorithm='SAMME.R'           base_estimator=DecisionTreeClassifier,churn,0.6205465178041984
3,Gradient Boosting Classifier,roc_auc_score,Baseline,criterion='friedman_mse'  init=None   learning_rate=0.1  loss='deviance'  max_depth=3   max_features=None  max_leaf_nodes=None   min_impurity_decrease=0.0  min_impurity_split=None   min_samples_leaf=1  min_samples_split=2   min_weight_fraction_leaf=0.0  n_estimators=100   presort='auto'  random_state=20  subsample=1.0  verbose=0   warm_start=False),churn,0.7374926736404451
4,Random Forest Classifier,roc_auc_score,Baseline,base_estimator=None  bootstrap=True          bootstrap_features=False  max_features=1.0  max_samples=1.0          n_estimators=10  n_jobs=1  oob_score=False  random_state=20          verbose=0  warm_start=False),churn,0.6166751377699019
5,Random Forest Classifier,roc_auc_score,Final,bootstrap=True  class_weight=None  criterion='gini' max_depth=5  max_features=None  max_leaf_nodes=25 min_impurity_decrease=0.0  min_impurity_split=None min_samples_leaf=39  min_samples_split=46 min_weight_fraction_leaf=0.0  n_estimators=500  n_jobs=1 oob_score=False  random_state=20  verbose=0  warm_start=False),churn,0.7286497433484669
6,Decision Tree Classifier,roc_auc_score,Final,class_weight=None  criterion='gini'  max_depth=5 max_features=None  max_leaf_nodes=25 min_impurity_decrease=0.0  min_impurity_split=None min_samples_leaf=43  min_samples_split=70 min_weight_fraction_leaf=0.0  presort=False  random_state=20 splitter='best'),churn,0.702925778826363
7,AdaBoost Classifier,roc_auc_score,Final,algorithm='SAMME.R'           base_estimator=DecisionTreeClassifier,churn,0.6983651915499601
8,Gradient Boosting Classifier,roc_auc_score,Final,criterion='friedman_mse'  init=None   learning_rate=0.1  loss='exponential'  max_depth=3   max_features=None  max_leaf_nodes=10   min_impurity_decrease=0.0  min_impurity_split=None   min_samples_leaf=17  min_samples_split=8   min_weight_fraction_leaf=0.0  n_estimators=100   presort='auto'  random_state=20  subsample=0.7  verbose=0   warm_start=False),churn,0.7410323641933335
9,Bagging Classifier,roc_auc_score,Final,base_estimator=DecisionTreeClassifier,churn,0.7280287914483069
10,Random Forest Classifier,roc_auc_score,Baseline,bootstrap=True  class_weight=None  criterion='gini' max_depth=None  max_features='auto'  max_leaf_nodes=None min_impurity_decrease=0.0  min_impurity_split=None min_samples_leaf=1  min_samples_split=2 min_weight_fraction_leaf=0.0  n_estimators=10  n_jobs=1 oob_score=False  random_state=20  verbose=0  warm_start=False),appetency,0.5949632207271237
